id,是否有房,是否有车,是否有孩,近6个月异地交易金额均值,近6个月交易金额,近6个月有交易月份数
4498,0,0,0,7441.343333,44827.48,6
4499,1,0,0,,,0
4500,0,0,0,400.0,400.0,1
4501,1,0,0,1916.6666670000002,11500.0,6
4502,0,0,0,1000.0,1000.0,1
4503,0,0,0,1262.5,3074.2,4
4504,1,0,0,636.0,3180.0,5
4505,0,0,0,,,0
4506,0,0,0,2215.0,8860.0,4
4507,0,0,0,2402.75,9611.0,4
4508,0,0,0,5298.05,21192.2,4
4509,0,0,1,106.0,212.0,2
4510,0,0,0,151.08,302.16,2
4511,0,0,0,1595.575,13166.31,5
4512,0,0,0,702.2166667,2106.65,3
4513,0,0,0,7017.986,35469.93,6
4514,0,0,0,,275.53,1
4515,0,0,0,,2362.5,1
4516,1,0,0,4378.8,21894.0,5
4517,0,0,0,2714.0,5428.0,2
4518,0,0,0,10796.992,53984.96,5
4519,0,0,0,,,0
4520,1,0,0,2487.908,12511.54,6
4521,0,0,0,8980.111667000001,53880.67,6
4522,0,0,0,3010.5,18063.0,6
4523,0,0,0,3492.625,14192.5,5
4524,1,0,1,1169.666667,3851.0,4
4525,0,0,0,,,0
4526,0,0,0,29810.195,178861.17,6
4527,0,0,0,2210.166667,13261.0,6
4528,1,0,0,,,0
4529,0,0,0,1695.6,10342.6,6
4530,0,0,0,6178.5,24296.0,3
4531,0,0,0,275.5,551.0,2
4532,1,0,0,4527.333333,13582.0,3
4533,0,0,0,1588.57,6354.28,4
4534,0,0,0,15133.005,90798.03,6
4535,1,0,1,8154.5875,32618.35,4
4536,0,0,0,3570.8,14527.2,5
4537,1,0,0,889.0,4445.0,5
4538,0,0,0,7718.758000000001,38593.79,5
4539,1,0,0,1558.56,1558.56,1
4540,1,0,1,7320.75,43924.5,6
4541,0,0,0,12714.413999999999,63572.07,5
4542,0,0,1,100.0,100.0,1
4543,0,0,0,33973.28667,203839.72,6
4544,0,0,0,5084.2,25678.58,6
4545,1,0,0,,,0
4546,1,0,1,3134.0,9402.0,3
4547,1,0,0,2125.0,7497.0,4
4548,0,0,0,1723.74,7109.96,5
4549,1,0,1,2505.522,12527.61,5
4550,0,0,0,3064.3775,12257.51,4
4551,0,0,0,,,0
4552,0,0,0,,,0
4553,0,0,0,37083.21333,222499.28,6
4554,1,0,0,12304.4775,49217.91,4
4555,0,0,0,3064.2859999999996,15321.43,5
4556,0,0,0,,16272.82,4
4557,1,0,0,,,0
4558,0,0,0,,,0
4559,0,0,0,58.4,58.4,1
4560,0,0,1,1400.0,2800.0,2
4561,0,0,0,196.8,1030.39,2
4562,0,0,0,,,0
4563,0,0,0,,257.2,1
4564,0,0,1,3000.0,3000.0,1
4565,0,0,0,2693.8,10266.4,4
4566,0,0,0,100.0,100.0,1
4567,0,0,0,9544.511999999999,47722.56,5
4568,0,0,0,1361.0,2722.0,2
4569,0,0,0,,,0
4570,0,0,0,,,0
4571,1,0,1,1894.3575,7577.43,4
4572,0,0,1,1823.8333329999998,5559.5,4
4573,0,0,0,,866.03,3
4574,0,0,0,3235.5,6471.0,2
4575,0,0,1,6730.756667000001,41875.08,6
4576,0,0,0,1131.046667,3894.14,4
4577,0,0,0,,,0
4578,0,0,0,,,0
4579,0,0,0,,,0
4580,0,0,0,4772.801667,28636.81,6
4581,0,0,0,1596.0,15821.22,4
4582,1,0,0,3673.37,22040.22,6
4583,0,0,0,2724.038,17157.49,6
4584,0,0,0,2748.75,13732.0,5
4585,0,0,0,,2709.22,1
4586,0,0,0,1224.57,2449.14,2
4587,0,0,0,16228.038330000001,97368.23,6
4588,1,0,0,,,0
4589,0,0,0,,,0
4590,0,0,0,,,0
4591,0,0,0,3325.4625,13336.85,5
4592,0,0,0,7813.4,39067.0,5
4593,0,0,0,3709.862,18549.31,5
4594,0,0,0,1800.0,1800.0,1
4595,0,0,0,2308.583333,6925.75,3
4596,1,0,0,11227.553329999999,67365.32,6
4597,0,0,0,,,0
4598,0,0,0,,,0
4599,0,0,0,4333.24,25999.44,6
4600,0,0,0,2506.666667,8020.0,4
4601,0,0,0,2741.613333,16449.68,6
4602,0,0,0,508.40333330000004,5837.41,4
4603,1,0,0,,,0
4604,0,0,0,8.0,8.0,1
4605,0,0,0,274.0,561.9,3
4606,0,0,1,,115.39,1
4607,0,0,0,10567.785,21323.57,3
4608,0,0,0,796.0,796.0,1
4609,0,0,0,436.0,436.0,1
4610,1,0,1,25114.641669999997,151280.85,6
4611,0,0,0,,2150.0,2
4612,0,0,0,3962.7066670000004,23776.24,6
4613,0,0,1,,137.0,1
4614,0,0,1,,,0
4615,0,0,0,14644.856000000002,74606.08,6
4616,0,0,0,1554.6,6581.6,6
4617,0,0,0,1984.4,1984.4,1
4618,0,0,0,5373.024,26865.12,5
4619,0,0,0,,,0
4620,0,0,0,2959.73,17758.38,6
4621,0,0,0,480.0,480.0,1
4622,0,0,1,,,0
4623,0,0,0,29.88,29.88,1
4624,0,0,0,27709.85167,166259.11,6
4625,0,0,0,6776.333333,21218.8,3
4626,1,0,0,,,0
4627,0,0,0,,,0
4628,0,0,0,,,0
4629,0,0,0,1232.666667,7396.0,6
4630,0,0,0,4288.2,21641.0,5
4631,0,0,0,396.405,3532.42,5
4632,0,0,1,,,0
4633,0,0,0,14222.964,71114.82,5
4634,1,0,0,3566.9,10700.7,3
4635,0,0,0,3665.68,21994.08,6
4636,0,0,0,,,0
4637,0,0,0,4613.64,23372.5,5
4638,0,0,0,768.0,768.0,1
4639,0,0,1,,100.0,1
4640,0,0,0,7054.0,41411.02,6
4641,0,0,1,,,0
4642,0,0,0,,,0
4643,1,0,1,8065.5466670000005,48393.28,6
4644,0,1,0,,,0
4645,0,0,0,7741.165,30964.67,4
4646,1,0,1,4636.0,23407.0,5
4647,1,0,0,163.0,631.0,2
4648,1,0,1,,31583.29,5
4649,0,0,0,316.83,633.66,2
4650,0,0,0,982.0283332999999,5892.17,6
4651,0,0,0,500.0,500.0,1
4652,0,0,0,8158.6633329999995,48971.98,6
4653,1,0,0,1358.575,6502.19,4
4654,1,0,1,5966.93,29879.35,5
4655,0,0,0,1418.55,2837.1,2
4656,1,0,0,4344.366667,26539.5,6
4657,0,0,0,2703.656667,8110.97,3
4658,0,0,0,3218.0,8868.24,5
4659,0,0,0,894.6,894.6,1
4660,0,0,0,3610.8316670000004,21761.19,6
4661,1,0,0,81447.40667000001,245665.52,5
4662,1,0,0,,,0
4663,0,0,0,,3665.0,2
4664,0,0,1,355.86,748.72,3
4665,0,0,0,6980.455,41882.73,6
4666,0,0,0,2941.125,18304.25,6
4667,0,0,0,,,0
4668,0,0,0,9685.106667,58110.64,6
4669,0,0,0,3410.75,13643.0,4
4670,1,0,0,428.0,856.0,2
4671,0,0,0,,,0
4672,0,0,0,255.59,511.18,2
4673,0,0,0,6044.411667,36266.47,6
4674,0,0,0,6157.958333,36977.75,6
4675,0,0,0,1000.0,1000.0,1
4676,1,0,0,,,0
4677,0,0,0,659.3033333,2956.7,5
4678,0,0,0,5351.9533329999995,32111.72,6
4679,0,0,0,2355.19,9874.86,6
4680,0,0,0,,3492.63,5
4681,1,0,0,,600.0,1
4682,0,0,0,1167.406667,9323.22,4
4683,0,0,0,6254.666667,37528.0,6
4684,0,0,0,,,0
4685,0,0,0,,,0
4686,0,0,0,6783.041667,40698.25,6
4687,0,0,0,839.1,1678.2,2
4688,0,0,0,24507.08,147042.48,6
4689,0,0,0,,2000.0,1
4690,0,0,1,1868.75,11212.5,6
4691,0,0,0,12826.55833,76959.35,6
4692,0,0,0,9246.681667,55667.02,6
4693,1,0,0,,,0
4694,0,0,0,785.33,912.93,2
4695,0,0,0,1394.15,2788.3,2
4696,0,1,0,29467.658,147338.29,5
4697,1,0,0,694.0,1556.0,3
4698,0,0,0,5196.0,11056.4,6
4699,1,0,1,0.07,0.07,1
4700,0,0,0,,,0
4701,1,0,0,9578.041667,57468.25,6
4702,0,0,0,4926.9175,19707.67,4
4703,0,0,0,7142.093333,21426.28,3
4704,1,0,0,,,0
4705,0,0,0,1943.5,3887.0,2
4706,1,0,0,,1502.43,1
4707,0,0,0,8883.056667,53298.34,6
4708,0,0,1,4228.0,11807.0,4
4709,0,0,0,1540.0,7700.0,5
4710,0,0,0,3963.333333,23780.0,6
4711,0,0,0,5268.131667000001,31608.79,6
4712,0,0,0,6618.471667,39710.83,6
4713,0,0,0,1424.31,7121.55,5
4714,0,0,1,1333.333333,4000.0,3
4715,0,0,0,1192.8,1192.8,1
4716,0,0,0,3050.4725,12201.89,4
4717,0,0,0,2389.5,9558.0,4
4718,0,0,0,1407.6,13422.1,6
4719,0,0,1,5501.138333,33006.83,6
4720,0,0,0,616.585,1233.17,2
4721,0,0,1,2360.0,11800.0,5
4722,1,0,0,4732.96,28397.8,6
4723,0,0,0,88.0,88.0,1
4724,0,0,0,,,0
4725,0,0,1,,,0
4726,1,0,1,5008.326667,30049.96,6
4727,0,0,0,,,0
4728,0,0,0,3803.008,19015.04,5
4729,0,0,0,3041.32,15654.6,5
4730,0,0,0,12980.973999999998,64904.87,5
4731,0,0,0,,,0
4732,0,0,0,4476.375,17905.5,4
4733,0,0,0,4395.528,21977.64,5
4734,1,0,0,3010.38,9031.14,3
4735,0,0,0,1432.97,50835.58,6
4736,0,0,0,795.2,795.2,1
4737,0,0,0,7181.6775,28726.71,4
4738,0,0,0,1020.8,3456.4,4
4739,1,0,0,3844.123333,11532.37,3
4740,0,0,0,,,0
4741,0,0,0,,219.5,2
4742,0,0,1,,,0
4743,0,0,0,7595.091667000001,45570.56,6
4744,0,0,0,1226.7575,7058.03,6
4745,0,0,0,982.06,982.06,1
4746,0,0,0,,,0
4747,0,0,0,907.0,1381.83,4
4748,0,0,1,1802.3333329999998,10814.0,6
4749,0,0,0,5366.0,5864.67,2
4750,0,0,0,3518.5,7106.6,4
4751,0,0,0,3173.0,10018.01,4
4752,0,0,0,,128.0,1
4753,0,0,0,15.005,30.01,2
4754,0,0,1,1000.0,1000.0,1
4755,0,0,0,500.0,500.0,1
4756,0,0,0,1484.333333,5032.0,5
4757,0,0,0,,,0
4758,0,0,0,2083.43,6565.77,6
4759,0,0,0,,,0
4760,0,0,0,3505.0,3820.0,2
4761,0,0,0,,,0
4762,0,0,0,8342.086,41710.43,5
4763,1,0,0,3359.8,16865.3,6
4764,0,0,1,36500.0,101200.0,1
4765,1,0,1,3164.0,19432.65,6
4766,1,0,0,105.5,211.0,2
4767,1,0,0,1405.0,5620.0,4
4768,0,0,1,1034.165,2566.53,5
4769,0,0,0,,,0
4770,1,0,0,,,0
4771,0,0,0,6131.283332999999,36787.7,6
4772,0,0,1,,,0
4773,0,0,0,,,0
4774,0,0,0,624.265,1248.53,2
4775,0,0,0,,3650.0,3
4776,1,0,0,10143.50667,60861.04,6
4777,0,0,0,0.01,0.01,1
4778,0,0,0,1521.395,6085.58,4
4779,0,0,0,4140.19,20700.95,5
4780,0,0,0,16099.46,96596.76,6
4781,0,0,0,6320.0625,25280.25,4
4782,0,0,0,1150.0,2300.0,2
4783,1,0,0,11238.74333,67432.46,6
4784,1,0,0,6205.133333,37230.8,6
4785,0,0,0,9485.745,56914.47,6
4786,0,0,0,2225.05,9350.2,4
4787,1,0,1,,,0
4788,0,0,0,1409.316667,4227.95,3
4789,1,0,0,2950.32,14751.6,5
4790,0,0,0,2614.55,2693.55,2
4791,0,0,0,6520.816667,39124.9,6
4792,0,0,0,2668.6333329999998,16011.8,6
4793,0,0,0,8518.151667,62424.57,6
4794,0,0,0,8388.105,50328.63,6
4795,0,0,0,3308.75,13235.0,4
4796,0,0,0,,,0
4797,0,0,0,1327.545,5350.68,5
4798,1,0,0,6881.64,41289.84,6
4799,0,0,0,,,0
4800,0,0,0,591.6475,2736.6,4
4801,0,0,1,7847.188333,47083.13,6
4802,0,0,0,9007.914,45605.77,5
4803,0,0,0,500.0,590.0,2
4804,1,0,0,1533.333333,18474.0,4
4805,1,0,0,6244.43,31265.15,5
4806,0,0,0,,1639.9,4
4807,0,0,0,3320.0,3459.3,2
4808,0,0,0,3326.666667,10778.0,5
4809,0,0,0,,,0
4810,1,0,1,880.0,880.0,1
4811,1,0,1,8571.3525,34285.41,4
4812,0,0,0,2639.0,5607.3,3
4813,0,0,1,2705.425,10821.7,4
4814,0,0,0,1572.133333,15416.59,6
4815,0,0,0,800.0,800.0,1
4816,0,0,0,1020.06,3157.18,4
4817,0,0,0,1537.805,3173.61,3
4818,1,0,0,39465.14667,236790.88,6
4819,0,0,0,,855.8,2
4820,0,0,0,74.6,8140.2,6
4821,0,0,0,1637.5,6550.0,4
4822,0,0,0,523.0,1339.58,4
4823,0,0,0,5313.03,5313.03,1
4824,0,0,0,1000.0,1038.0,2
4825,0,0,1,1400.0,1400.0,1
4826,1,0,1,3225.0,20014.0,6
4827,0,0,0,2253.44,13520.64,6
4828,0,0,0,,15812.0,1
4829,1,0,0,550.0,1694.0,3
4830,0,0,0,5.0,5.0,1
4831,0,0,0,,89.0,1
4832,1,0,1,,,0
4833,0,0,0,4258.0,25548.0,6
4834,0,0,0,888.89,3555.56,4
4835,1,0,1,5320.116,27399.28,6
4836,0,0,0,380.115,760.23,2
4837,0,0,0,,7455.0,3
4838,0,0,0,,,0
4839,0,0,0,,,0
4840,0,0,0,2945.0,13380.0,4
4841,0,0,0,,805.7,1
4842,0,0,1,,,0
4843,1,0,0,,,0
4844,0,0,0,3401.25,13605.0,4
4845,1,0,0,1672.801667,10036.81,6
4846,0,0,0,,,0
4847,1,0,0,339.915,679.83,2
4848,0,0,0,59.5,280.5,2
4849,0,0,0,,,0
4850,0,0,0,2997.975,6995.95,3
4851,0,0,0,9268.625,55611.75,6
4852,0,0,0,120.86,296.72,3
4853,0,0,1,778.0,1556.0,2
4854,0,0,0,,104.69,1
4855,0,0,0,1001.0,4097.0,4
4856,0,0,1,4882.383333,29294.3,6
4857,0,0,0,,,0
4858,0,0,0,5141.916667,30851.5,6
4859,0,0,0,14592.3,87553.8,6
4860,0,0,0,27784.591669999998,170387.55,6
4861,1,0,1,593.4,1186.8,2
4862,1,0,0,3875.0,8203.48,3
4863,0,0,0,3378.083333,20268.5,6
4864,0,0,0,842.87,950.15,2
4865,1,0,0,,,0
4866,1,0,1,5172.07,12520.14,3
4867,1,0,1,4636.0,23348.0,6
4868,0,0,0,3078.9,9912.7,5
4869,0,0,0,,560.2,2
4870,0,0,1,,967.8,2
4871,1,0,1,500.0,500.0,1
4872,0,0,1,2637.005,11411.51,2
4873,0,0,0,322.16333330000003,966.49,3
4874,0,0,0,,,0
4875,0,0,0,943.4133332999999,2927.04,3
4876,0,0,1,,,0
4877,1,0,0,10.0,10.0,1
4878,0,0,0,,,0
4879,0,0,0,805.1033332999999,2415.31,3
4880,0,0,0,1954.875,3909.75,2
4881,0,0,0,7158.5,28634.0,4
4882,0,0,0,6969.725,41818.35,6
4883,1,0,0,,,0
4884,0,0,1,3603.86,22245.52,6
4885,0,0,0,,,0
4886,0,0,0,5864.0,35184.0,6
4887,0,0,0,,,0
4888,0,0,0,2691.25,12975.0,4
4889,0,0,0,1000.0,2500.0,2
4890,0,0,0,4.5,9.0,2
4891,1,0,1,2257.696667,8634.09,4
4892,0,0,0,,,0
4893,0,0,0,,,0
4894,0,0,0,1711.85,6847.4,4
4895,0,0,0,22177.09333,133062.56,6
4896,0,0,0,500.0,1000.0,2
4897,0,0,1,20286.728,101448.64,6
4898,0,0,0,3477.95,10433.85,3
4899,0,0,0,944.0,944.0,1
4900,0,0,0,,,0
4901,0,0,1,15515.94667,93095.68,6
4902,1,0,0,,,0
4903,0,0,0,7975.0,40095.0,6
4904,0,0,0,3116.09,3312.09,2
4905,0,0,0,840.55,1681.1,2
4906,0,0,0,6035.023333,18105.07,3
4907,0,0,0,0.02,101.52,3
4908,1,0,0,,436.9,3
4909,0,0,0,3065.44,15327.2,5
4910,1,0,0,,,0
4911,1,0,1,325.18,325.18,1
4912,0,0,0,9500.0,19000.0,2
4913,1,0,0,300.0,300.0,1
4914,0,0,0,12376.886,61884.43,5
4915,0,0,0,766.82,3353.88,4
4916,0,0,0,12736.841999999999,64994.72,6
4917,1,0,1,75.45,150.9,2
4918,0,0,1,,,0
4919,0,0,0,5591.375,23642.5,4
4920,1,0,0,,,0
4921,1,0,0,3366.666667,10310.0,4
4922,0,0,0,8689.038333,52134.23,6
4923,0,0,0,,,0
4924,0,0,0,,116.8,1
4925,0,0,0,150.0,150.0,1
4926,0,0,0,540.808,2704.04,5
4927,0,0,0,10919.64667,65517.88,6
4928,1,0,0,,,0
4929,0,0,0,,199.0,1
4930,0,0,0,9472.25,39594.78,5
4931,1,0,0,669.89,2009.67,3
4932,0,0,0,1399.95,1399.95,1
4933,1,0,0,550.0,550.0,1
4934,1,0,0,6778.918000000001,33894.59,5
4935,0,0,0,6823.385,40940.31,6
4936,0,0,1,156.33333330000002,1351.0,5
4937,1,0,0,3090.6,15453.0,5
4938,0,0,0,985.6775,6469.67,6
4939,1,0,0,4899.583333,29897.5,6
4940,0,0,0,119583.8567,720334.94,6
4941,0,0,0,,,0
4942,0,0,0,2648.833333,15893.0,6
4943,0,0,0,5152.5,30915.0,6
4944,0,0,0,1291.67,2583.34,2
4945,1,0,1,,2879.0,3
4946,0,0,0,,,0
4947,1,0,1,,,0
4948,0,0,0,1943.4779999999998,9978.72,5
4949,0,0,0,2330.0,8401.0,3
4950,0,0,0,993.0,1145.0,2
4951,0,0,0,4607.366667,27644.2,6
4952,0,0,0,10100.261999999999,50562.41,6
4953,0,0,0,,,0
4954,0,0,0,,85.9,1
4955,1,0,0,,1386.7,2
4956,0,0,0,,,0
4957,1,0,1,4771.003333,28626.02,6
4958,0,0,0,4747.0,9494.0,2
4959,0,0,0,,,0
4960,0,0,0,1560.0,3163.0,3
4961,0,0,0,1048.76,2097.52,2
4962,0,0,0,2232.005,8928.02,4
4963,0,0,0,4318.708,21593.54,5
4964,0,0,0,,,0
4965,0,0,0,1691.75,8458.75,5
4966,0,0,0,5344.0,12648.3,4
4967,0,0,1,,,0
4968,0,0,0,4216.5,21082.5,5
4969,0,0,0,,,0
4970,0,0,0,,,0
4971,1,0,1,,345.0,1
4972,1,0,0,,,0
4973,1,0,1,1671.083333,9333.25,4
4974,0,0,0,2975.1,14875.5,5
4975,0,0,0,2205.605,9450.42,4
4976,0,0,0,,,0
4977,0,0,0,1344.82,5379.28,4
4978,0,0,0,16309.015,97854.09,6
4979,1,0,0,24270.522,121352.61,5
4980,0,0,0,8225.964,41129.82,5
4981,0,0,0,5224.02,5274.02,2
4982,1,0,1,3543.6166670000002,22269.29,6
4983,0,0,0,445.0425,1780.17,4
4984,1,0,0,5298.933333,31793.6,6
4985,1,0,0,5502.35,33014.1,6
4986,0,0,0,7875.513333,47253.08,6
4987,0,0,0,1208.705,2417.41,2
4988,1,0,1,,,0
4989,0,0,0,,230.0,1
4990,0,0,0,4938.625,19754.5,4
4991,0,0,0,,,0
4992,0,0,0,13531.62,82133.72,6
4993,0,0,1,1821.9166670000002,10931.5,6
4994,0,0,0,19304.395,117105.84,6
4995,0,0,0,2973.844,14869.22,5
4996,1,0,0,2000.0,2000.0,1
4997,0,0,0,4481.333333,13735.5,4
4998,0,0,0,3411.333333,20468.0,6
4999,0,0,1,9814.36,59783.16,6
5000,0,0,0,7936.09,7936.09,1
5001,0,0,1,,,0
5002,0,0,1,11829.39167,70976.35,6
5003,0,0,0,2040.7933329999998,6122.38,3
5004,0,0,0,5282.13,31692.78,6
5005,0,0,0,2906.5,13588.0,4
5006,0,0,0,1809.93,5429.79,3
5007,0,0,0,,,0
5008,1,0,0,5764.618332999999,34587.71,6
5009,0,0,0,6565.0380000000005,33429.19,6
5010,0,0,0,1139.925,2279.85,2
5011,0,0,0,5327.966667000001,15983.9,3
5012,1,0,0,6430.05,38580.3,6
5013,0,0,0,,,0
5014,0,0,0,8931.103333,53932.62,6
5015,0,0,0,4217.536667,27405.22,6
5016,0,0,0,5606.383333,33638.3,6
5017,0,0,0,15521.578000000001,77837.89,5
5018,0,0,0,,,0
5019,0,0,0,15949.0,44404.0,4
5020,0,0,0,10525.0,21050.0,2
5021,0,0,0,,,0
5022,0,0,0,,,0
5023,0,0,0,37.2,1237.2,5
5024,0,0,0,3312.0,16560.0,5
5025,1,0,0,2548.75,10195.0,4
5026,1,0,0,1595.98,1663.88,2
5027,0,0,0,347.055,950.11,3
5028,0,0,0,2000.0,2000.0,1
5029,0,0,0,64623.763329999994,387742.58,6
5030,1,0,1,693.1,693.1,1
5031,1,0,0,,,0
5032,0,0,0,2454.1333329999998,14724.8,6
5033,0,0,0,202.56666669999998,632.7,3
5034,0,0,0,2867.13,5734.26,2
5035,0,0,0,,,0
5036,0,0,1,121.73,121.73,1
5037,1,0,0,,,0
5038,1,0,0,0.38,0.38,1
5039,0,0,0,677.0,7280.0,4
5040,0,0,1,342.5,685.0,2
5041,0,0,0,212.0,5051.0,4
5042,0,0,0,8230.573333,37625.87,3
5043,0,0,0,6595.75,26383.0,4
5044,0,0,0,3440.185,6880.37,2
5045,0,0,0,8158.7116670000005,48952.27,6
5046,0,0,0,4030.0,4030.0,1
5047,1,0,1,19130.481669999997,114982.89,6
5048,0,0,0,1840.25,3680.5,2
5049,0,0,0,7768.2525,31073.01,4
5050,0,0,0,,365.5,1
5051,0,0,0,,,0
5052,0,0,0,616.1633333,1848.49,3
5053,0,0,0,,,0
5054,1,0,0,2060.0,8240.0,4
5055,0,0,0,6156.628333,36939.77,6
5056,1,0,1,1025.0,2050.0,2
5057,0,0,0,844.405,1736.91,3
5058,0,0,0,700.0,2417.0,4
5059,0,0,0,564.6666667000001,1894.0,3
5060,0,0,0,677.5,9580.69,4
5061,1,0,1,,,0
5062,0,0,0,2798.0,2798.0,1
5063,0,0,0,,1452.8,2
5064,0,0,0,,,0
5065,0,0,0,3625.666667,22295.3,6
5066,0,0,0,39259.3,196296.5,5
5067,1,0,0,396.39,792.78,2
5068,1,0,0,5625.146667,17974.04,6
5069,0,0,0,22.5,45.0,2
5070,0,0,0,460.75,2092.0,5
5071,0,0,1,6303.815,40822.89,6
5072,0,0,0,,,0
5073,0,0,0,,,0
5074,0,0,1,13.0,13.0,1
5075,1,0,0,2997.7066670000004,9143.12,4
5076,0,0,0,1300.444,6557.12,5
5077,0,0,0,673.92,673.92,1
5078,0,0,0,2197.14,7126.42,4
5079,0,0,0,7194.42,14388.84,2
5080,1,0,1,1718.0,55963.19,6
5081,0,0,0,1438.1,7190.5,5
5082,0,0,1,3669.95,22019.7,6
5083,0,0,0,,,0
5084,0,0,0,5700.0,6700.0,2
5085,0,0,0,,,0
5086,1,0,0,,,0
5087,0,0,0,1525.0,6100.0,4
5088,0,0,0,,,0
5089,0,0,0,,,0
5090,0,0,0,,500.0,1
5091,0,0,0,7982.47,47894.82,6
5092,0,0,0,1718.1,5314.2,4
5093,0,0,0,9166.238000000001,45831.19,5
5094,0,0,0,,44505.0,2
5095,0,0,0,14488.345,86930.07,6
5096,1,0,0,900.0,900.0,1
5097,0,0,0,1582.5,3165.0,2
5098,0,0,0,27576.02833,165456.17,6
5099,0,0,1,20.25,376.0,5
5100,0,0,0,10061.4125,47523.82,6
5101,0,0,1,4490.2,22451.0,5
5102,0,0,0,4070.2,20351.0,5
5103,0,0,0,,,0
5104,0,0,0,5132.928333,30797.57,6
5105,0,0,0,2247.2,11236.0,5
5106,0,0,0,7059.39,42407.34,6
5107,0,0,0,1151.25,4661.61,5
5108,0,0,0,8337.311667,50023.87,6
5109,0,0,0,1289.82,1911.63,4
5110,0,0,0,15049.87,91260.22,6
5111,1,0,0,4715.778,23578.89,5
5112,1,0,0,,,0
5113,0,0,0,2177.8,10889.0,5
5114,0,0,0,1513.045,3026.09,2
5115,0,0,0,11572.58167,69435.49,6
5116,0,0,1,2065.0,11926.66,5
5117,1,0,0,3209.6166670000002,19257.7,6
5118,0,0,1,,,0
5119,0,0,1,2697.0,13485.0,5
5120,0,0,0,6722.136667,20166.41,3
5121,0,0,0,18414.8,110488.8,6
5122,0,0,0,883.885,1767.77,2
5123,0,0,0,1465.133333,4395.4,3
5124,1,0,1,9312.851667,55877.11,6
5125,0,0,0,5535.223333,33211.34,6
5126,0,0,0,673.2,1673.2,2
5127,0,0,0,1678.25,3399.98,3
5128,0,0,0,1917.585,6761.46,4
5129,0,0,0,771.4266667,2314.28,3
5130,1,0,1,2.13,394.26,3
5131,1,0,1,28813.005,172878.03,6
5132,1,0,0,,,0
5133,0,0,0,,,0
5134,0,0,0,6030.56,30152.9,5
5135,0,0,0,,,0
5136,0,0,1,882.395,1764.79,2
5137,0,0,0,,4780.0,1
5138,0,0,0,972.12,1803.12,3
5139,0,0,0,203.7333333,680.3,3
5140,1,0,0,991.0,991.0,1
5141,1,0,0,2568.823333,7706.47,3
5142,1,0,0,15005.46,75057.3,6
5143,0,0,0,8980.14,44900.7,5
5144,0,0,1,9229.991667,55379.95,6
5145,1,0,1,2815.2,8445.6,3
5146,0,0,0,3125.0,3125.0,1
5147,0,0,0,1911.8,7625.0,3
5148,1,0,0,7618.455,45710.73,6
5149,0,0,1,8771.875,52631.25,6
5150,0,0,0,5380.121999999999,26900.61,5
5151,0,0,0,2325.82,4651.64,2
5152,0,0,0,3683.571667,22201.43,6
5153,1,0,0,913.2,913.2,1
5154,0,0,0,5211.25,31267.5,6
5155,0,0,0,5891.435,24203.74,5
5156,0,0,0,7954.958333,47729.75,6
5157,0,0,0,2951.805,11807.22,4
5158,0,0,0,4581.946667,27491.68,6
5159,0,0,1,1973.24,9866.21,5
5160,1,0,0,,,0
5161,0,0,0,,,0
5162,0,0,0,2570.75,10283.0,4
5163,0,0,0,4802.0,25696.0,5
5164,0,0,0,913.0,3652.0,4
5165,0,0,0,1948.61,3897.22,2
5166,0,0,0,16549.93333,49945.9,5
5167,0,0,0,,,0
5168,0,0,0,,,0
5169,0,0,1,2461.208333,15526.35,6
5170,0,0,1,1000.0,1000.0,1
5171,0,0,0,1169.2875,6993.15,5
5172,0,0,0,3343.725,20290.35,6
5173,0,0,1,753.575,5280.3,4
5174,0,0,0,3736.0,3736.0,1
5175,0,0,0,3665.0,21990.0,6
5176,0,0,0,7158.0,24053.0,5
5177,0,0,0,,,0
5178,0,0,0,1433.333333,4300.0,3
5179,0,0,1,,,0
5180,0,0,0,5466.25,32797.5,6
5181,0,0,0,18412.4,110474.4,6
5182,0,0,0,2383.1,11965.5,6
5183,0,0,1,5365.0,26825.0,5
5184,0,0,0,2120.25,19286.5,6
5185,0,0,0,,253.84,2
5186,0,0,0,5103.58,15591.74,3
5187,0,0,0,356.5,855.72,4
5188,0,0,0,10155.18,30701.54,4
5189,0,0,1,1300.0,2104.0,2
5190,0,0,0,,,0
5191,1,0,0,,1091.94,1
5192,0,0,0,,,0
5193,1,0,1,17660.411669999998,105972.47,6
5194,0,0,0,756.0,756.0,1
5195,0,0,0,,,0
5196,0,0,0,4398.175,17592.7,4
5197,0,0,0,,,0
5198,0,0,1,,,0
5199,0,0,0,4082.301667,24493.81,6
5200,0,0,0,410.82,410.82,1
5201,0,0,0,4387.138333,26322.83,6
5202,0,0,0,3570.0,14280.0,4
5203,1,0,1,,,0
5204,0,0,0,,,0
5205,0,0,0,,,0
5206,0,0,0,25189.69,151138.14,6
5207,0,0,0,145.965,2308.52,5
5208,1,0,1,1999.5,4169.0,4
5209,1,0,1,373.2,746.4,2
5210,0,0,0,3658.88,7426.76,3
5211,1,0,1,,,0
5212,1,0,1,,,0
5213,0,0,0,,,0
5214,0,0,0,450.0,709.4,3
5215,0,0,0,1908.0,3816.0,2
5216,0,0,0,1650.0,6600.0,4
5217,1,0,0,,,0
5218,0,0,0,1140.316667,3420.95,3
5219,1,0,0,2062.618,10313.09,5
