商品名,用户编号,购买数量,购买日期,购买单价
GP,8eb9afea72,3,2021/7/4,598
GP,8eb9afea72,1,2021/9/5,598
GP,8eb9afea72,2,2021/9/7,598
GP,8eb9afea72,2,2021/3/25,598
GP,8eb9afea72,1,2021/7/8,598
GP,8eb9afea72,1,2021/5/17,598
GP,8eb9afea72,1,2021/4/24,598
GP,8eb9afea72,1,2021/4/24,598
GP,9809ee09f2,2,2021/8/13,598
GP,9809ee09f2,1,2021/9/6,598
GP,9809ee09f2,1,2021/9/11,598
GP,9809ee09f2,2,2021/7/8,598
GP,9809ee09f2,3,2021/9/6,598
GP,9809ee09f2,2,2021/5/15,598
GP,9809ee09f2,4,2021/6/7,598
GP,2cefc40cdb,3,2021/1/13,598
GP,2cefc40cdb,2,2021/7/5,598
GP,2cefc40cdb,3,2021/6/9,598
GP,2cefc40cdb,1,2021/6/8,598
GP,2cefc40cdb,1,2021/2/3,598
GP,2cefc40cdb,4,2021/5/14,598
GP,2cefc40cdb,2,2021/1/31,598
GP,2cefc40cdb,1,2021/8/10,598
GP,2cefc40cdb,1,2021/6/7,598
GP,2cefc40cdb,2,2021/7/7,598
GP,2cefc40cdb,1,2021/9/6,598
GP,bf9eac695a,3,2021/6/7,598
GP,bf9eac695a,1,2021/5/16,598
GP,bf9eac695a,4,2021/1/12,598
GP,bf9eac695a,1,2021/9/3,598
GP,bf9eac695a,4,2021/6/4,598
GP,bf9eac695a,1,2021/9/6,598
GP,bf9eac695a,2,2021/2/12,598
GP,bf9eac695a,1,2021/7/12,598
GP,bf9eac695a,1,2021/9/30,598
GP,bf9eac695a,2,2021/6/12,598
GP,d976cb100d,1,2021/1/12,598
GP,d976cb100d,2,2021/4/28,598
GP,d976cb100d,4,2021/4/14,598
GP,d976cb100d,2,2021/1/29,598
GP,d976cb100d,1,2021/4/16,598
GP,d976cb100d,3,2021/4/15,598
GP,d976cb100d,2,2021/4/12,598
GP,d976cb100d,1,2021/1/28,598
GP,d976cb100d,1,2021/1/30,598
GP,44383cc1cd,2,2021/1/28,598
GP,44383cc1cd,1,2021/5/12,598
GP,44383cc1cd,2,2021/4/14,598
GP,44383cc1cd,3,2021/5/31,598
GP,44383cc1cd,1,2021/1/28,598
GP,44383cc1cd,3,2021/7/9,598
GP,44383cc1cd,1,2021/5/31,598
GP,44383cc1cd,1,2021/3/12,598
GP,44383cc1cd,3,2021/9/12,598
GP,3893f0e40a,2,2021/1/29,598
GP,3893f0e40a,1,2021/4/16,598
GP,3893f0e40a,3,2021/8/12,598
GP,3893f0e40a,4,2021/7/9,598
GP,3893f0e40a,1,2021/2/24,598
GP,3893f0e40a,1,2021/3/4,598
GP,3893f0e40a,1,2021/4/3,598
GP,3893f0e40a,4,2021/3/8,598
GP,3893f0e40a,4,2021/3/15,598
GP,3893f0e40a,1,2021/3/3,598
GP,2847abb697,4,2021/2/2,598
GP,2847abb697,4,2021/2/16,598
GP,2847abb697,1,2021/3/7,598
GP,2847abb697,1,2021/2/23,598
GP,2847abb697,1,2021/2/24,598
GP,2847abb697,3,2021/3/9,598
GP,2847abb697,4,2021/3/2,598
GP,2847abb697,1,2021/9/11,598
GP,2847abb697,2,2021/8/20,598
GP,2847abb697,2,2021/8/11,598
GP,a15a0ef8d0,1,2021/3/5,598
GP,a15a0ef8d0,3,2021/3/3,598
GP,a15a0ef8d0,3,2021/3/3,598
GP,a15a0ef8d0,2,2021/2/24,598
GP,a15a0ef8d0,3,2021/4/9,598
GP,a15a0ef8d0,3,2021/3/29,598
GP,a15a0ef8d0,4,2021/3/14,598
GP,a15a0ef8d0,1,2021/2/10,598
GP,a15a0ef8d0,2,2021/8/28,598
GP,a15a0ef8d0,3,2021/2/18,598
GP,9a5deacf51,1,2021/2/28,598
GP,9a5deacf51,2,2021/9/14,598
GP,9a5deacf51,4,2021/1/12,598
GP,9a5deacf51,1,2021/1/13,598
GP,9a5deacf51,1,2021/1/16,598
GP,9a5deacf51,1,2021/1/22,598
GP,9a5deacf51,1,2021/1/8,598
GP,9a5deacf51,1,2021/1/10,598
GP,9a5deacf51,2,2021/1/14,598
GP,9a5deacf51,1,2021/1/6,598
GP,6e21156abe,4,2021/1/15,598
GP,6e21156abe,1,2021/1/19,598
GP,6e21156abe,1,2021/1/29,598
GP,6e21156abe,4,2021/1/16,598
GP,6e21156abe,2,2021/1/16,598
GP,6e21156abe,4,2021/1/16,598
GP,6e21156abe,1,2021/1/9,598
GP,6e21156abe,1,2021/1/15,598
GP,1a4f64c6a6,4,2021/1/24,598
GP,1a4f64c6a6,3,2021/9/11,598
GP,1a4f64c6a6,1,2021/1/13,598
GP,1a4f64c6a6,2,2021/1/14,598
GP,1a4f64c6a6,1,2021/1/7,598
GP,1a4f64c6a6,1,2021/1/26,598
GP,1a4f64c6a6,1,2021/1/31,598
GP,1a4f64c6a6,2,2021/1/11,598
GP,1a4f64c6a6,1,2021/1/13,598
GP,6e2105785a,2,2021/1/8,598
GP,6e2105785a,2,2021/1/10,598
GP,6e2105785a,1,2021/1/21,598
GP,6e2105785a,2,2021/1/14,598
GP,6e2105785a,1,2021/2/1,598
GP,6e2105785a,1,2021/1/12,598
GP,6e2105785a,2,2021/1/10,598
GP,6e2105785a,4,2021/1/22,598
GP,6e2105785a,1,2021/4/26,598
GP,6e2105785a,2,2021/6/8,598
GP,1600a47c87,4,2021/7/1,598
GP,1600a47c87,1,2021/4/5,598
GP,1600a47c87,2,2021/3/14,598
GP,1600a47c87,4,2021/3/15,598
GP,1600a47c87,2,2021/3/17,598
GP,1600a47c87,1,2021/1/9,598
GP,1600a47c87,2,2021/3/12,598
GP,1600a47c87,1,2021/3/7,598
GP,1600a47c87,1,2021/1/9,598
GP,d493183e49,1,2021/4/7,598
GP,d493183e49,4,2021/3/25,598
GP,d493183e49,2,2021/3/30,598
GP,d493183e49,4,2021/3/23,598
GP,d493183e49,1,2021/3/6,598
GP,d493183e49,4,2021/3/24,598
GP,d493183e49,1,2021/1/2,598
GP,d493183e49,4,2021/3/26,598
GP,d493183e49,1,2021/3/9,598
GP,d493183e49,4,2021/4/25,598
GP,627cd9cb9c,1,2021/4/4,598
GP,627cd9cb9c,1,2021/3/29,598
GP,627cd9cb9c,2,2021/3/11,598
GP,627cd9cb9c,4,2021/3/18,598
GP,627cd9cb9c,1,2021/3/25,598
GP,627cd9cb9c,1,2021/3/10,598
GP,627cd9cb9c,1,2021/3/16,598
GP,627cd9cb9c,3,2021/4/1,598
GP,627cd9cb9c,2,2021/3/8,598
GP,627cd9cb9c,1,2021/3/19,598
GP,85697ebe30,2,2021/1/6,598
GP,85697ebe30,1,2021/3/22,598
GP,85697ebe30,1,2021/3/26,598
GP,85697ebe30,1,2021/1/5,598
GP,85697ebe30,2,2021/3/21,598
GP,85697ebe30,3,2021/2/24,598
GP,85697ebe30,1,2021/1/8,598
GP,85697ebe30,1,2021/3/5,598
GP,85697ebe30,3,2021/1/7,598
GP,85697ebe30,4,2021/3/20,598
GP,56d88cecd2,1,2021/3/25,598
GP,56d88cecd2,2,2021/3/27,598
GP,56d88cecd2,1,2021/1/2,598
GP,56d88cecd2,3,2021/4/1,598
GP,56d88cecd2,2,2021/1/4,598
GP,56d88cecd2,3,2021/3/13,598
GP,56d88cecd2,3,2021/3/21,598
GP,56d88cecd2,1,2021/5/23,598
GP,56d88cecd2,1,2021/9/24,598
GP,80c166ef13,1,2021/9/10,598
GP,80c166ef13,1,2021/6/10,598
GP,80c166ef13,2,2021/6/18,598
GP,80c166ef13,1,2021/6/30,598
GP,80c166ef13,2,2021/6/11,598
GP,80c166ef13,2,2021/3/19,598
GP,80c166ef13,2,2021/3/17,598
GP,80c166ef13,2,2021/7/9,598
GP,80c166ef13,1,2021/7/1,598
GP,80c166ef13,1,2021/6/8,598
GP,95b5d38631,1,2021/1/22,598
GP,95b5d38631,4,2021/6/6,598
GP,95b5d38631,4,2021/6/21,598
GP,95b5d38631,1,2021/9/22,598
GP,95b5d38631,1,2021/6/29,598
GP,95b5d38631,1,2021/8/2,598
GP,95b5d38631,2,2021/6/30,598
GP,95b5d38631,4,2021/8/25,598
GP,95b5d38631,3,2021/9/30,598
GP,95b5d38631,2,2021/4/30,598
GP,7aef4eb86,4,2021/9/24,598
GP,7aef4eb86,2,2021/9/3,598
GP,7aef4eb86,1,2021/4/16,598
GP,7aef4eb86,4,2021/7/10,598
GP,7aef4eb86,2,2021/8/27,598
GP,7aef4eb86,4,2021/4/16,598
GP,7aef4eb86,2,2021/6/30,598
GP,7aef4eb86,2,2021/5/6,598
GP,7aef4eb86,4,2021/4/6,598
GP,7aef4eb86,1,2021/4/1,598
GP,3197ce43de,2,2021/4/4,598
GP,3197ce43de,4,2021/4/12,598
GP,3197ce43de,1,2021/9/24,598
GP,3197ce43de,1,2021/5/14,598
GP,3197ce43de,4,2021/4/22,598
GP,3197ce43de,1,2021/8/5,598
GP,3197ce43de,2,2021/6/5,598
GP,3197ce43de,4,2021/1/4,598
GP,3197ce43de,3,2021/4/21,598
GP,9f06119fd0,1,2021/7/20,598
GP,9f06119fd0,4,2021/7/20,598
GP,9f06119fd0,2,2021/2/8,598
GP,9f06119fd0,2,2021/5/14,598
GP,9f06119fd0,1,2021/4/6,598
GP,9f06119fd0,1,2021/1/5,598
GP,9f06119fd0,3,2021/7/22,598
GP,9f06119fd0,4,2021/5/12,598
GP,9f06119fd0,2,2021/5/20,598
GP,9809def9b5,2,2021/5/7,598
GP,9809def9b5,3,2021/1/4,598
GP,9809def9b5,1,2021/1/4,598
GP,9809def9b5,4,2021/1/4,598
GP,9809def9b5,2,2021/3/31,598
GP,9809def9b5,2,2021/7/22,598
GP,9809def9b5,1,2021/8/9,598
GP,9809def9b5,1,2021/6/10,598
GP,9809def9b5,4,2021/9/24,598
GP,13533ee615,3,2021/9/24,598
GP,13533ee615,1,2021/8/27,598
GP,13533ee615,1,2021/3/27,598
GP,13533ee615,4,2021/5/2,598
GP,13533ee615,4,2021/8/3,598
GP,13533ee615,4,2021/9/22,598
GP,13533ee615,1,2021/5/20,598
GP,13533ee615,4,2021/9/22,598
GP,13533ee615,1,2021/8/25,598
GP,aaaa400376,1,2021/6/25,598
GP,aaaa400376,3,2021/5/29,598
GP,aaaa400376,1,2021/2/28,598
GP,aaaa400376,1,2021/2/11,598
GP,aaaa400376,4,2021/8/1,598
GP,aaaa400376,2,2021/4/16,598
GP,aaaa400376,4,2021/6/8,598
GP,aaaa400376,2,2021/8/26,598
GP,aaaa400376,1,2021/5/10,598
GP,aaaa400376,2,2021/2/26,598
GP,2cefb42b9b,4,2021/4/25,598
GP,2cefb42b9b,2,2021/1/27,598
GP,2cefb42b9b,2,2021/6/3,598
GP,2cefb42b9b,2,2021/2/10,598
GP,2cefb42b9b,4,2021/5/25,598
GP,2cefb42b9b,3,2021/9/20,598
GP,2cefb42b9b,4,2021/7/25,598
GP,2cefb42b9b,1,2021/3/22,598
GP,2cefb42b9b,1,2021/1/7,598
GP,306dd9198,4,2021/9/30,598
GP,306dd9198,1,2021/5/6,598
GP,306dd9198,1,2021/3/24,598
GP,306dd9198,4,2021/3/11,598
GP,306dd9198,1,2021/3/12,598
GP,306dd9198,2,2021/7/30,598
GP,306dd9198,1,2021/6/17,598
GP,306dd9198,3,2021/6/25,598
GP,306dd9198,3,2021/6/9,598
GP,306dd9198,2,2021/5/31,598
GP,25f3915eec,1,2021/9/15,598
GP,25f3915eec,1,2021/5/14,598
GP,25f3915eec,1,2021/2/5,598
GP,25f3915eec,1,2021/7/19,598
GP,25f3915eec,1,2021/2/1,598
GP,25f3915eec,1,2021/5/13,598
GP,25f3915eec,4,2021/3/12,598
GP,25f3915eec,1,2021/7/30,598
GP,25f3915eec,3,2021/9/27,598
GP,25f3915eec,1,2021/3/19,598
GP,a03001ab9,1,2021/3/12,598
GP,a03001ab9,3,2021/5/7,598
GP,a03001ab9,1,2021/2/18,598
GP,a03001ab9,1,2021/2/5,598
GP,a03001ab9,4,2021/3/16,598
GP,a03001ab9,1,2021/9/15,598
GP,a03001ab9,1,2021/3/20,598
GP,a03001ab9,1,2021/3/5,598
GP,a03001ab9,2,2021/6/22,598
GP,592c99246e,2,2021/7/30,598
GP,592c99246e,1,2021/6/3,598
GP,592c99246e,1,2021/8/15,598
GP,592c99246e,4,2021/1/22,598
GP,592c99246e,1,2021/5/31,598
GP,592c99246e,4,2021/2/25,598
GP,592c99246e,4,2021/2/26,598
GP,592c99246e,1,2021/8/14,598
GP,592c99246e,1,2021/8/13,598
GP,87bd8afda0,1,2021/7/22,598
GP,87bd8afda0,3,2021/9/4,598
GP,87bd8afda0,3,2021/2/25,598
GP,87bd8afda0,1,2021/2/25,598
GP,87bd8afda0,1,2021/7/19,598
GP,87bd8afda0,2,2021/7/22,598
GP,87bd8afda0,3,2021/5/5,598
GP,87bd8afda0,4,2021/3/22,598
GP,87bd8afda0,1,2021/6/22,598
GP,87bd8afda0,1,2021/2/26,598
GP,1ef76d16fb,1,2021/7/27,598
GP,1ef76d16fb,2,2021/7/22,598
GP,1ef76d16fb,4,2021/8/16,598
GP,1ef76d16fb,4,2021/7/21,598
GP,1ef76d16fb,2,2021/7/22,598
GP,1ef76d16fb,3,2021/3/24,598
GP,1ef76d16fb,2,2021/7/9,598
GP,1ef76d16fb,1,2021/1/9,598
GP,9a5deaeb06,1,2021/8/5,598
GP,9a5deaeb06,1,2021/4/9,598
GP,9a5deaeb06,3,2021/8/5,598
GP,9a5deaeb06,4,2021/5/9,598
GP,9a5deaeb06,1,2021/8/5,598
GP,9a5deaeb06,4,2021/8/9,598
GP,9a5deaeb06,1,2021/6/9,598
GP,9a5deaeb06,1,2021/2/9,598
GP,9a5deaeb06,4,2021/9/9,598
GP,9a5deaeb06,1,2021/1/26,598
GP,80c17674ec,1,2021/3/9,598
GP,80c17674ec,2,2021/6/18,598
GP,80c17674ec,1,2021/7/2,598
GP,80c17674ec,3,2021/9/12,598
GP,80c17674ec,4,2021/9/11,598
GP,80c17674ec,1,2021/9/12,598
GP,80c17674ec,1,2021/9/5,598
GP,80c17674ec,4,2021/5/14,598
GP,80c17674ec,1,2021/7/30,598
GP,80c17674ec,2,2021/1/26,598
GP,389400e936,4,2021/7/23,598
GP,389400e936,3,2021/9/10,598
GP,389400e936,1,2021/4/1,598
GP,389400e936,1,2021/8/9,598
GP,389400e936,4,2021/2/18,598
GP,389400e936,3,2021/3/5,598
GP,389400e936,2,2021/5/11,598
GP,389400e936,1,2021/5/13,598
GP,389400e936,2,2021/6/25,598
GP,3d3c189c91,1,2021/9/10,598
GP,3d3c189c91,1,2021/8/24,598
GP,3d3c189c91,1,2021/4/27,598
GP,3d3c189c91,4,2021/7/13,598
GP,3d3c189c91,4,2021/3/15,598
GP,3d3c189c91,1,2021/9/1,598
GP,3d3c189c91,4,2021/5/29,598
GP,3d3c189c91,2,2021/5/6,598
GP,28479c1889,3,2021/3/20,598
GP,28479c1889,1,2021/3/24,598
GP,28479c1889,2,2021/5/20,598
GP,28479c1889,1,2021/4/20,598
GP,28479c1889,4,2021/9/8,598
GP,28479c1889,1,2021/7/16,598
GP,28479c1889,4,2021/9/20,598
GP,28479c1889,1,2021/7/9,598
GP,28479c1889,1,2021/5/26,598
GP,363ff4fe89,3,2021/1/22,598
GP,363ff4fe89,3,2021/1/29,598
GP,363ff4fe89,2,2021/1/4,598
GP,363ff4fe89,1,2021/7/20,598
GP,363ff4fe89,4,2021/1/20,598
GP,363ff4fe89,3,2021/1/4,598
GP,363ff4fe89,1,2021/9/9,598
GP,363ff4fe89,1,2021/1/4,598
GP,363ff4fe89,1,2021/3/24,598
GP,363ff4fe89,1,2021/6/20,598
GP,627cd93efb,2,2021/7/9,598
GP,627cd93efb,1,2021/7/16,598
GP,627cd93efb,4,2021/2/20,598
GP,627cd93efb,2,2021/8/20,598
GP,627cd93efb,2,2021/3/24,598
GP,627cd93efb,4,2021/8/30,598
GP,627cd93efb,1,2021/8/29,598
GP,627cd93efb,1,2021/8/21,598
GP,627cd93efb,4,2021/8/27,598
GP,627cd93efb,2,2021/8/27,598
GP,7771376721,3,2021/8/28,598
GP,7771376721,1,2021/8/30,598
GP,7771376721,2,2021/8/20,598
GP,7771376721,4,2021/8/24,598
GP,7771376721,3,2021/8/24,598
GP,7771376721,4,2021/8/30,598
GP,7771376721,3,2021/9/12,598
GP,7771376721,1,2021/8/31,598
GP,7771376721,3,2021/8/21,598
GP,9809dea4f2,1,2021/8/24,598
GP,9809dea4f2,1,2021/8/26,598
GP,9809dea4f2,4,2021/8/29,598
GP,9809dea4f2,2,2021/8/24,598
GP,9809dea4f2,1,2021/8/31,598
GP,9809dea4f2,1,2021/9/18,598
GP,9809dea4f2,2,2021/1/31,598
GP,9809dea4f2,4,2021/8/29,598
GP,9809dea4f2,2,2021/8/29,598
GP,592c9990a3,2,2021/8/21,598
GP,592c9990a3,1,2021/8/23,598
GP,592c9990a3,2,2021/8/24,598
GP,592c9990a3,3,2021/8/24,598
GP,592c9990a3,3,2021/9/12,598
GP,592c9990a3,1,2021/6/2,598
GP,592c9990a3,4,2021/6/2,598
GP,592c9990a3,1,2021/6/3,598
GP,592c9990a3,1,2021/6/2,598
GP,592c9990a3,3,2021/6/3,598
GP,592c9990a3,1,2021/3/26,598
GP,4b3452b0bd,2,2021/2/2,598
GP,4b3452b0bd,1,2021/1/27,598
GP,4b3452b0bd,2,2021/5/16,598
GP,4b3452b0bd,4,2021/8/18,598
GP,4b3452b0bd,1,2021/9/6,598
GP,4b3452b0bd,2,2021/8/2,598
GP,4b3452b0bd,4,2021/8/4,598
GP,4b3452b0bd,4,2021/8/4,598
GP,4b3452b0bd,4,2021/9/6,598
GP,4b3452b0bd,1,2021/9/20,598
GP,7e6d5b961a,3,2021/6/22,598
GP,7e6d5b961a,1,2021/7/23,598
GP,7e6d5b961a,1,2021/1/22,598
GP,7e6d5b961a,3,2021/8/2,598
GP,7e6d5b961a,1,2021/4/29,598
GP,7e6d5b961a,1,2021/3/11,598
GP,7e6d5b961a,2,2021/3/19,598
GP,7e6d5b961a,4,2021/6/29,598
GP,28479d8627,1,2021/5/18,598
GP,28479d8627,1,2021/4/16,598
GP,28479d8627,2,2021/8/6,598
GP,28479d8627,4,2021/4/6,598
GP,28479d8627,3,2021/6/24,598
GP,28479d8627,1,2021/7/13,598
GP,28479d8627,4,2021/6/21,598
GP,64d0d64912,3,2021/6/28,598
GP,64d0d64912,1,2021/7/12,598
GP,64d0d64912,2,2021/9/6,598
GP,64d0d64912,4,2021/6/8,598
GP,64d0d64912,1,2021/4/25,598
GP,64d0d64912,1,2021/5/7,598
GP,64d0d64912,1,2021/5/7,598
GP,64d0d64912,3,2021/5/7,598
GP,64d0d64912,1,2021/3/30,598
GP,64d0d64912,1,2021/6/11,598
GP,5289deb98a,1,2021/1/12,598
GP,5289deb98a,4,2021/7/27,598
GP,5289deb98a,1,2021/5/31,598
GP,5289deb98a,2,2021/3/8,598
GP,5289deb98a,3,2021/7/5,598
GP,5289deb98a,2,2021/9/2,598
GP,5289deb98a,2,2021/6/12,598
GP,5289deb98a,1,2021/7/11,598
GP,5289deb98a,1,2021/3/26,598
GP,214b78a0c7,1,2021/3/24,598
GP,214b78a0c7,1,2021/4/20,598
GP,214b78a0c7,1,2021/9/7,598
GP,214b78a0c7,1,2021/9/17,598
GP,214b78a0c7,1,2021/1/25,598
GP,214b78a0c7,1,2021/1/28,598
GP,214b78a0c7,1,2021/6/2,598
GP,214b78a0c7,2,2021/6/4,598
GP,214b78a0c7,1,2021/4/28,598
GP,8c65a4516b,1,2021/6/25,598
GP,8c65a4516b,4,2021/6/4,598
GP,8c65a4516b,1,2021/6/17,598
GP,8c65a4516b,3,2021/9/28,598
GP,8c65a4516b,3,2021/6/5,598
GP,8c65a4516b,4,2021/6/23,598
GP,8c65a4516b,1,2021/7/22,598
GP,8c65a4516b,2,2021/7/17,598
GP,8c65a4516b,4,2021/5/31,598
GP,8c65a4516b,1,2021/9/26,598
GP,bf9eacd011,1,2021/3/23,598
GP,bf9eacd011,1,2021/7/2,598
GP,bf9eacd011,1,2021/9/22,598
GP,bf9eacd011,1,2021/6/28,598
GP,bf9eacd011,1,2021/4/28,598
GP,bf9eacd011,1,2021/8/27,598
GP,bf9eacd011,1,2021/5/6,598
GP,bf9eacd011,2,2021/3/28,598
GP,bf9eacd011,2,2021/5/20,598
GP,9a5dea71f0,4,2021/9/24,598
GP,9a5dea71f0,1,2021/4/19,598
GP,9a5dea71f0,3,2021/4/5,598
GP,9a5dea71f0,4,2021/7/28,598
GP,9a5dea71f0,1,2021/6/24,598
GP,9a5dea71f0,2,2021/5/31,598
GP,9a5dea71f0,3,2021/7/20,598
GP,9a5dea71f0,1,2021/8/9,598
GP,5b80a5b00a,4,2021/6/29,598
GP,5b80a5b00a,1,2021/9/27,598
GP,5b80a5b00a,4,2021/6/9,598
GP,5b80a5b00a,4,2021/3/28,598
GP,5b80a5b00a,4,2021/5/12,598
GP,5b80a5b00a,1,2021/4/25,598
GP,5b80a5b00a,1,2021/6/6,598
GP,5b80a5b00a,4,2021/8/28,598
GP,5b80a5b00a,1,2021/5/10,598
GP,5b80a5b00a,4,2021/8/24,598
GP,2cefb45698,1,2021/9/3,598
GP,2cefb45698,4,2021/4/22,598
GP,2cefb45698,3,2021/8/28,598
GP,2cefb45698,1,2021/3/11,598
GP,2cefb45698,1,2021/4/8,598
GP,2cefb45698,3,2021/3/7,598
GP,2cefb45698,1,2021/6/26,598
GP,2cefb45698,2,2021/4/10,598
GP,2cefb45698,1,2021/8/8,598
GP,6724e1d345,1,2021/3/11,598
GP,6724e1d345,1,2021/3/7,598
GP,6724e1d345,1,2021/3/11,598
GP,6724e1d345,2,2021/9/3,598
GP,6724e1d345,4,2021/4/8,598
GP,6724e1d345,3,2021/3/27,598
GP,6724e1d345,2,2021/6/25,598
GP,6724e1d345,4,2021/6/23,598
GP,6724e1d345,1,2021/6/23,598
GP,6724e1d345,4,2021/8/27,598
GP,2a9ba8e3d7,1,2021/9/25,598
GP,2a9ba8e3d7,1,2021/9/18,598
GP,2a9ba8e3d7,1,2021/7/31,598
GP,2a9ba8e3d7,1,2021/4/23,598
GP,2a9ba8e3d7,1,2021/8/9,598
GP,2a9ba8e3d7,3,2021/4/20,598
GP,2a9ba8e3d7,1,2021/3/20,598
GP,2a9ba8e3d7,1,2021/8/10,598
GP,2a9ba8e3d7,1,2021/4/6,598
GP,79c5437ccb,2,2021/5/26,598
GP,79c5437ccb,3,2021/5/25,598
GP,79c5437ccb,1,2021/8/24,598
GP,79c5437ccb,2,2021/3/8,598
GP,79c5437ccb,1,2021/3/19,598
GP,79c5437ccb,4,2021/7/22,598
GP,79c5437ccb,1,2021/7/18,598
GP,79c5437ccb,2,2021/6/8,598
GP,79c5437ccb,1,2021/3/14,598
GP,79c5437ccb,3,2021/8/19,598
GP,3893f1823c,4,2021/5/30,598
GP,3893f1823c,2,2021/9/10,598
GP,3893f1823c,1,2021/9/25,598
GP,3893f1823c,1,2021/5/30,598
GP,3893f1823c,1,2021/7/20,598
GP,3893f1823c,3,2021/3/10,598
GP,3893f1823c,4,2021/7/5,598
GP,3893f1823c,3,2021/5/9,598
GP,3893f1823c,1,2021/4/8,598
GP,3893f1823c,2,2021/7/1,598
GP,214b7890bc,4,2021/4/15,598
GP,214b7890bc,4,2021/8/8,598
GP,214b7890bc,3,2021/6/27,598
GP,214b7890bc,4,2021/7/23,598
GP,214b7890bc,1,2021/6/13,598
GP,214b7890bc,3,2021/8/11,598
GP,214b7890bc,2,2021/8/19,598
GP,214b7890bc,4,2021/6/16,598
GP,214b7890bc,1,2021/5/20,598
GP,214b7890bc,1,2021/9/8,598
GP,baf694ba42,2,2021/9/10,598
GP,baf694ba42,1,2021/7/6,598
GP,baf694ba42,4,2021/3/27,598
GP,baf694ba42,1,2021/3/16,598
GP,baf694ba42,3,2021/5/29,598
GP,baf694ba42,2,2021/5/8,598
GP,baf694ba42,4,2021/3/22,598
GP,8a11965ed0,2,2021/5/9,598
GP,8a11965ed0,2,2021/7/11,598
GP,8a11965ed0,2,2021/6/25,598
GP,8a11965ed0,4,2021/3/6,598
GP,8a11965ed0,1,2021/3/16,598
GP,8a11965ed0,1,2021/5/25,598
GP,8a11965ed0,2,2021/8/31,598
GP,8a11965ed0,1,2021/5/29,598
GP,8a11965ed0,1,2021/3/22,598
GP,751d2b4ff1,1,2021/9/10,598
GP,751d2b4ff1,2,2021/6/5,598
GP,751d2b4ff1,1,2021/9/24,598
GP,751d2b4ff1,2,2021/7/11,598
GP,751d2b4ff1,1,2021/4/18,598
GP,751d2b4ff1,2,2021/5/27,598
GP,751d2b4ff1,4,2021/6/28,598
GP,751d2b4ff1,1,2021/5/25,598
GP,751d2b4ff1,3,2021/9/10,598
GP,4fdc69aa8d,1,2021/4/6,598
GP,4fdc69aa8d,4,2021/5/10,598
GP,4fdc69aa8d,1,2021/3/31,598
GP,4fdc69aa8d,3,2021/7/10,598
GP,4fdc69aa8d,1,2021/8/19,598
GP,4fdc69aa8d,1,2021/5/18,598
GP,4fdc69aa8d,4,2021/7/15,598
GP,9809df2832,4,2021/4/24,598
GP,9809df2832,3,2021/9/23,598
GP,9809df2832,1,2021/3/7,598
GP,9809df2832,1,2021/9/6,598
GP,9809df2832,1,2021/9/3,598
GP,9809df2832,1,2021/7/7,598
GP,9809df2832,3,2021/5/31,598
GP,9809df2832,2,2021/4/5,598
GP,9809df2832,2,2021/4/9,598
GP,9809df2832,3,2021/7/14,598
GP,87bd8aa1dd,1,2021/5/10,598
GP,87bd8aa1dd,4,2021/4/16,598
GP,87bd8aa1dd,3,2021/5/10,598
GP,87bd8aa1dd,2,2021/7/5,598
GP,87bd8aa1dd,2,2021/4/26,598
GP,87bd8aa1dd,3,2021/5/27,598
GP,87bd8aa1dd,4,2021/5/28,598
GP,87bd8aa1dd,2,2021/3/12,598
GP,87bd8aa1dd,2,2021/7/10,598
GP,1ca361b888,1,2021/3/13,598
GP,1ca361b888,2,2021/5/6,598
GP,1ca361b888,2,2021/7/25,598
GP,1ca361b888,4,2021/5/18,598
GP,1ca361b888,4,2021/4/8,598
GP,1ca361b888,1,2021/7/18,598
GP,1ca361b888,2,2021/8/3,598
GP,1ca361b888,1,2021/8/8,598
GP,1ca361b888,1,2021/3/24,598
GP,1ca361b888,1,2021/8/28,598
GP,6bcd0a203d,1,2021/4/16,598
GP,6bcd0a203d,1,2021/7/31,598
GP,6bcd0a203d,1,2021/5/31,598
GP,6bcd0a203d,2,2021/5/6,598
GP,6bcd0a203d,1,2021/5/28,598
GP,6bcd0a203d,1,2021/4/12,598
GP,6bcd0a203d,2,2021/8/11,598
GP,6bcd0a203d,1,2021/3/28,598
GP,6bcd0a203d,3,2021/6/13,598
GP,6bcd0a203d,1,2021/9/6,598
GP,4b3452ae00,1,2021/9/23,598
GP,4b3452ae00,1,2021/7/31,598
GP,4b3452ae00,4,2021/9/10,598
GP,4b3452ae00,1,2021/8/10,598
GP,4b3452ae00,4,2021/8/11,598
GP,4b3452ae00,2,2021/3/23,598
GP,4b3452ae00,4,2021/6/6,598
GP,4b3452ae00,4,2021/3/27,598
GP,4b3452ae00,4,2021/7/30,598
GP,6028be572f,1,2021/6/20,598
GP,6028be572f,2,2021/6/2,598
GP,6028be572f,4,2021/3/31,598
GP,6028be572f,2,2021/3/16,598
GP,6028be572f,2,2021/3/10,598
GP,6028be572f,4,2021/8/26,598
GP,6028be572f,2,2021/8/8,598
GP,6028be572f,1,2021/5/31,598
GP,6028be572f,4,2021/8/31,598
GP,6028be572f,1,2021/5/9,598
GP,8eb9afb7b2,3,2021/6/7,598
GP,8eb9afb7b2,1,2021/5/10,598
