ID,code,investment,capital,stock,income,assets_1,assets_2,expenditure_1,expenditure_2,expenditure_3,tax,debt,loan,grade,Label
10260,0,0.193519,,0.737204976,0.849172883,,,0.607848814,0.762074512,0.638894305,0.789331482,,,D,0
10261,16,0.193519,0.000149359,0.740663584,0.851464841,0.225337561,0.769369564,0.607848814,0.765683903,0.638861248,0.789284298,0.753007513,,B,0
10262,2,0.193519,1.49E-05,0.737205566,0.848503283,0.311326972,0.762506448,0.607848814,0.760480482,0.638875932,0.789258012,0.747936229,,B,0
10263,2,0.193519,1.49E-05,0.737205566,0.848503283,,,0.607848814,0.760480482,0.639042512,0.789379793,,,B,0
10264,0,0.193519,,0.737205566,0.848503283,,,0.607848814,0.760480482,0.638865859,0.789259766,,,A,0
10265,0,0.193519281,0.000893503,0.737205566,0.848503283,,,0.607848814,0.760480482,0.638891236,0.789335048,,,D,0
10266,0,0.193519,0.027006385,0.737205566,0.848503283,,,0.607848814,0.760480482,0.639207947,0.789393349,,,C,0
10267,0,0.193519,0.027006385,0.737205566,0.848503283,,,0.607848814,0.760480482,0.638863942,0.789259423,,,B,0
10268,0,0.193519,0.000596374,0.737205566,0.848503283,,,0.607848814,0.760480482,0.638965497,0.789323266,,,C,0
10269,0,0.193519,0.027006385,0.737205566,0.848503283,,,0.607848814,0.760480482,0.638867078,0.789260429,,,D,0
10270,0,0.193519,0.027006385,0.737205566,0.848503283,,,0.607848814,0.760480482,,0.789256691,,,C,0
10271,20,0.240420362,0.000774736,0.738973346,0.848567459,0.314559402,0.762751661,0.608973843,0.759904469,0.638974542,0.789352566,0.747491546,0.427866799,E,0
10272,2,1,1.49E-05,0.961809111,0.968246045,0.747409172,0.973623407,0.635095734,0.877553708,0.639004095,0.897687352,0.962829314,0.954154094,C,0
10273,2,0.193519,1.49E-05,0.961809111,0.968246045,,,0.635095734,0.877553708,0.638933492,0.789303698,,,A,0
10274,0,0.193519281,0.002953958,0.73797198,0.848669073,0.241411276,0.762807028,0.635095734,0.760402917,0.638950899,0.789322382,0.747877409,,B,0
10275,108,0.193519281,0,0.73797198,0.848669073,,,0.635095734,0.760402917,0.638991467,0.789342933,,,C,0
10276,2,0.193519,1.49E-05,0.737411093,0.848495454,0.26699986,0.762813215,0.635095734,0.760131889,0.638913474,0.789269358,0.748098958,,B,0
10277,34,0.193519,0.002953958,0.737411093,0.848495454,,,0.635095734,0.760131889,0.638899319,0.789295775,,,B,0
10278,2,0.193519,1.49E-05,0.737411093,0.848495454,,,0.635095734,0.760131889,0.638946968,0.789308677,,,E,0
10279,0,0.193519,0.000298541,0.737411093,0.848495454,,,0.635095734,0.760131889,,0.789256668,,,B,0
10280,2,0.193519,1.49E-05,0.737411093,0.848495454,,,0.635095734,0.760131889,0.638872749,0.789265051,,,D,0
10281,103,0.193519,0.000149359,0.737411093,0.848495454,,,0.635095734,0.760131889,,0.789256271,,,A,1
10282,0,0.193519,0.001189931,0.743447371,0.848871395,0.558088283,0.766692507,0.607197399,0.764230248,0.639084834,0.789418057,0.753207183,0.498080509,B,0
10283,16,0.193519,0.002953958,0.73988257,0.848276032,0.250810038,0.766584958,0.607197399,0.759932767,,0.789351795,0.751653033,0.549987592,D,0
10284,16,0.193519281,0.002953958,0.737177567,0.848684081,0.222418708,0.762922441,0.607197399,0.760807979,0.639038259,0.789369522,0.748277384,,C,0
10285,3,0.193519,0.001376322,0.737177567,0.848684081,,,0.607197399,0.760807979,0.639025997,0.789496325,,,C,0
10286,0,0.193519,0.000149359,0.737354589,0.848399393,0.226357197,0.762152625,0.607197399,0.759915022,0.638879612,0.789273546,0.747400612,,B,0
10287,0,0.193519,0.000149359,0.737354589,0.848399393,,,0.607197399,0.759915022,,,,,B,0
10288,0,0.193519281,0.001485661,0.737552914,0.848715768,0.24185791,0.763146304,0.607197399,0.760906056,0.639252536,0.789540993,0.74839257,,A,0
10289,16,0.193519281,0.000893503,0.737552914,0.848715768,,,0.607197399,0.760906056,0.638868558,0.789259463,,,B,0
10290,0,0.193519,0.027006385,0.737552914,0.848715768,,,0.607197399,0.760906056,0.638864275,0.78925788,,,E,1
10291,16,0.101213924,0.000298541,0.747838986,0.850480048,0.518048574,0.768304724,0.607197399,0.763392767,0.639312847,0.789696913,0.750820597,,C,0
10292,0,0.193519,0.000238889,0.747838986,0.850480048,,,0.607197399,0.763392767,0.638878598,0.789263274,,,C,1
10293,0,0.193519,0.000649909,0.747838986,0.850480048,,,0.607197399,0.763392767,,0.789256271,,,A,0
10294,0,0.193519,0.000298541,0.738138452,0.848672376,0.228834253,0.762866272,0.608283884,0.760042216,0.63907812,0.789458832,0.747619916,,A,0
10295,46,0.193519281,0.111417874,0.845093762,0.8484066,0.315043098,0.813629065,0.608283884,0.760009236,0.638958134,0.789456954,0.747377941,,E,0
10296,2,0.193519,1.49E-05,0.742005276,0.848793405,0.447795655,0.766050637,0.608301865,0.763845101,0.63924735,0.789579094,0.751549725,0.442279387,B,0
10297,92,0.211416843,0.000209053,0.740478681,0.848885428,0.350835622,0.764296789,0.606568955,0.760691379,0.63903987,0.789291133,0.748429578,0.433563846,B,0
10298,0,0.193519,,0.740478681,0.848885428,,,0.606568955,0.760691379,0.638909631,0.789414184,,,D,0
10299,16,0.519172662,0.000596374,0.855469212,0.953170889,0.769803947,0.93871244,0.606820893,0.781560569,,0.853652611,0.927262423,0.932689399,C,0
10300,64,0.193519,0.000149359,0.855469212,0.953170889,,,0.606820893,0.781560569,0.639004347,0.789349119,,,D,0
10301,34,0.193519,0.026813372,0.855469212,0.953170889,,,0.606820893,0.781560569,,0.78932624,,,C,0
10302,0,0.193519,0.000298541,0.855469212,0.953170889,,,0.606820893,0.781560569,0.638915458,0.7893052,,,B,0
10303,0,0.193519281,0.000298541,0.73914267,0.84865213,,0.762874632,0.606820893,0.760010264,0.639321674,0.789572227,0.747509691,,C,0
10304,0,0.193519,8.96E-05,0.73914267,0.84865213,,,0.606820893,0.760010264,0.638996246,0.789359477,,,B,0
10305,2,0.193519,1.49E-05,0.740367275,0.848701547,0.368404524,0.763424288,0.606820893,0.760496638,0.638905567,0.789237028,0.747889806,,C,0
10306,6,0.193519,2.99E-05,0.737302303,0.848453977,0.329861316,0.762493748,0.607593543,0.760439441,0.63898418,0.789340679,0.747928175,,B,0
10307,2,0.193519,1.49E-05,0.73722797,0.848422294,,0.762145142,0.607593543,0.760439441,0.63894166,0.789314228,0.747410982,,B,0
10308,16,0.193519281,0.000596374,0.738014297,0.848596923,,0.762721972,0.607593543,0.760272882,0.638872198,0.789267722,0.74774476,,C,0
10309,16,0.193519,0.000298541,0.738014297,0.848596923,,,0.607593543,0.760272882,0.638977218,0.789373426,,,A,0
10310,16,0.193519,0.000149359,0.738014297,0.848596923,,,0.607593543,0.760272882,0.6388754,0.789273859,,,A,0
10311,16,0.193519,0.000298541,0.738014297,0.848596923,,,0.607593543,0.760272882,0.638862494,0.789258401,,,A,0
10312,0,0.193519,0.000149359,0.738014297,0.848596923,,,0.607593543,0.760272882,0.63886192,0.789311577,,,B,0
10313,2,0.193519,1.49E-05,0.738019196,0.848445029,0.268797831,0.762624439,0.607593543,0.760198254,0.6390273,0.789382032,0.747673476,,C,0
10314,8,0.193519,0,0.738019196,0.848445029,,,0.607593543,0.760198254,,0.789307553,,,B,0
10315,2,0.193519,1.49E-05,0.738019196,0.848445029,,,0.607593543,0.760198254,0.638937106,0.789305963,,,C,0
10316,0,0.201548856,0.005840054,0.810204835,0.850915675,0.659017392,0.78947294,0.641327148,0.76277825,0.642325822,0.790988633,0.751030742,,A,0
10317,2,0.193519,1.49E-05,0.810204835,0.850915675,,,0.641327148,0.76277825,,0.789256287,,,D,0
10318,71,0.193519,0,0.810204835,0.850915675,,,0.641327148,0.76277825,0.638948099,0.789313992,,,C,0
10319,1,0.193519,0.000298541,0.810204835,0.850915675,,,0.641327148,0.76277825,0.638901952,0.789305817,,,D,0
10320,0,0.193519,0.002953958,0.741512853,0.849075024,0.256241696,0.763850645,0.607875646,0.759897947,0.639045794,0.789612068,0.747544016,,D,0
10321,15,0.193519,0,0.745475821,0.851414781,0.480343902,0.767666431,0.608004008,0.760880404,0.638861015,0.7895685,0.748614818,,A,0
10322,65,0.193519,0.000149359,0.745475821,0.851414781,,,0.608004008,0.760880404,,0.789256287,,,B,0
10323,79,0.193519281,0.026813372,0.745475821,0.851414781,,,0.608004008,0.760880404,,0.789259047,,,D,0
10324,92,0.19626689,2.99E-05,0.740024494,0.84851087,0.231901683,0.763147518,0.608004008,0.760046366,0.639000013,0.789386371,0.74756454,,D,0
10325,16,0.193519,0.001485661,0.739174633,0.848786483,0.225030673,0.76310125,0.608004008,0.760253983,0.63891112,0.789301139,0.747733889,,A,0
10326,2,0.193519,1.49E-05,0.739174633,0.848786483,,,0.608004008,0.760253983,0.639042851,0.789263695,,,A,0
10327,0,0.193519,0.000149359,0.739174633,0.848786483,,,0.608004008,0.760253983,,,,,A,0
10328,18,0.193519,0,0.739174633,0.848786483,,,0.608004008,0.760253983,0.638985175,0.789336776,,,C,0
10329,0,0.193519281,0.000298541,0.739174633,0.848786483,,,0.608004008,0.760253983,0.638889067,0.789268231,,,C,0
10330,35,0.193519,0.002953958,0.739174633,0.848786483,,,0.608004008,0.760253983,0.638994822,0.789342435,,,C,0
10331,0,0.193519,0.000149359,0.739174633,0.848786483,,,0.608004008,0.760253983,0.638948715,0.789283975,,,A,0
10332,16,0.193519281,0.000149359,0.739174633,0.848786483,,,0.608004008,0.760253983,0.638963424,0.789326675,,,B,0
10333,0,0.193519,5.98E-05,0.737082747,0.848442506,0.228756225,0.762453773,0.609555819,0.760206162,0.639044232,0.789399041,0.747846106,,B,0
10334,16,0.193519,0.000447546,0.737082747,0.848442506,,,0.609555819,0.760206162,0.63891969,0.789308045,,,A,0
10335,16,0.193519281,0.014120663,0.737554399,0.852158425,,0.77188125,0.609555819,0.762664792,,0.789256862,0.757606225,,C,0
10336,0,0.193519,0.001780696,0.737554399,0.852158425,,,0.609555819,0.762664792,0.638864963,0.789258277,,,B,0
10337,22,0.193519,0.014120663,0.737554399,0.852158425,,,0.609555819,0.762664792,0.639070486,0.789391927,,,A,0
10338,16,0.193519,0.002953958,0.737554399,0.852158425,,,0.609555819,0.762664792,0.638896458,0.789270663,,,E,0
10339,0,0.193519281,0.000893503,0.737554399,0.852158425,,,0.609555819,0.762664792,,0.789256302,,,C,0
10340,0,0.193519,0.000149359,0.737554399,0.852158425,,,0.609555819,0.762664792,0.638919769,0.789295777,,,B,0
10341,2,0.546360774,1.49E-05,0.73821108,0.852429828,0.256094671,0.79809012,0.624307652,0.800652945,0.639172652,0.789453577,0.787240973,,B,0
10342,0,0.193519,0.000596374,0.737598465,0.848452492,0.284210787,0.762978046,0.624307652,0.760799411,,0.789239096,0.748230329,,C,0
10343,0,0.193519,0.001485661,0.739806195,0.848770782,0.364544687,0.765492284,0.609041945,0.76314725,0.639057431,0.789489849,0.750549195,,B,0
10344,0,0.193519,0.027006385,0.737476829,0.849530234,0.306444547,0.766751457,0.609041945,0.765088296,,0.789172689,0.752311521,,C,0
10345,12,0.193519,0.005840054,0.737476829,0.849530234,,,0.609041945,0.765088296,0.639097342,0.789420157,,,C,0
10346,0,0.193519,,0.737476829,0.849530234,,,0.609041945,0.765088296,0.638932168,0.789302367,,,B,0
10347,0,0.193519,0.002368697,0.738947712,0.848373884,0.225467701,0.762615398,0.609041945,0.765088296,0.638998216,0.789367682,0.747372155,,B,0
10348,4,0.276722546,0.001059855,0.738947712,0.848373884,,,0.609041945,0.765088296,0.639259807,0.789519397,,,A,0
10349,2,0.193519,1.49E-05,0.738947712,0.848373884,,,0.609041945,0.765088296,0.638860625,0.789258209,,,C,0
10350,10,0.193519,0,0.73822508,0.849937476,0.295217378,0.766634968,0.608044075,0.764056768,0.639167073,0.789508533,0.751989324,0.45601665,B,0
10351,2,0.193519,1.49E-05,0.737511864,0.848457978,0.301081213,0.76234234,0.608044075,0.760014905,0.638927107,0.789365832,0.747541338,,C,0
10352,2,0.193519,1.49E-05,0.737511864,0.848457978,,,0.608044075,0.760014905,0.63886704,0.789256587,,,C,1
10353,79,0.193519,0.014120663,0.737511864,0.848457978,,,0.608044075,0.760014905,0.638962794,0.789483856,,,B,0
10354,51,0.193519,0.048898476,0.737511864,0.848457978,,,0.608044075,0.760014905,0.638971187,0.78932744,,,B,0
10355,0,0.193519,0.003662853,0.737511864,0.848457978,,,0.608044075,0.760014905,0.638939873,0.789309568,,,C,0
10356,0,0.193519,0.003501629,0.737511864,0.848457978,,,0.608044075,0.760014905,0.638865839,0.789258448,,,B,1
10357,80,0.193519,0.026813372,0.737511864,0.848457978,,,0.608044075,0.760014905,0.63898121,0.789303932,,,C,1
10358,35,0.325983045,0.001485661,0.740644473,0.84875775,,0.763856394,0.608044075,0.760014905,0.638895589,0.789734867,0.747628199,,B,0
10359,0,0.193519,0.027006385,0.740644473,0.84875775,,,0.608044075,0.760014905,,0.789256272,,,D,1
10360,0,0.193519281,0.003536506,0.740644473,0.84875775,,,0.608044075,0.760014905,0.638917171,0.789293565,,,A,0
10361,0,0.193519,8.96E-05,0.740644473,0.84875775,,,0.608044075,0.760014905,0.638921555,0.789299166,,,A,0
10362,2,0.193519,1.49E-05,0.756532806,0.851160724,0.474738572,0.769781252,0.607507663,0.760654223,0.639194111,0.789584439,0.748490204,,C,0
10363,23,0.193519,0.002388641,0.756532806,0.851160724,,,0.607507663,0.760654223,0.639038854,0.789370783,,,C,0
10364,0,0.193519,0.027006385,0.737950022,0.850158025,0.220830397,0.773875103,0.607507663,0.768760003,0.638980743,0.789357698,0.759728389,0.491106288,C,0
10365,34,0.193519,0.000741223,0.737950022,0.850158025,,,0.607507663,0.768760003,,0.789256271,,,C,0
10366,9,0.193519,0.529398985,0.737950022,0.850158025,,,0.607507663,0.768760003,0.638888962,0.789265534,,,E,0
10367,0,0.193519281,2.99E-05,0.737950022,0.850158025,,,0.607507663,0.768760003,0.638949084,0.789313247,,,B,0
10368,16,0.193519281,0.000149359,0.732674357,0.847338008,,0.790031325,0.607507663,0.784858172,0.638941599,0.789525663,0.771750026,,D,0
10369,4,0.346181556,0.000626119,0.736317177,0.848209859,0.31070132,0.762962205,0.607966486,0.762271486,0.63894516,0.789336763,0.749731245,,E,0
10370,34,0.193519,0.002953958,0.736317177,0.848209859,,,0.607966486,0.762271486,0.638865248,0.789258054,,,E,0
10371,108,0.193519,0,0.739463029,0.849225085,0.259856012,0.763402308,0.607966486,0.760108126,0.639015064,0.789146634,0.747283122,,B,0
10372,0,0.193519,0.000358164,0.739463029,0.849225085,,,0.607966486,0.760108126,0.638899506,0.789278285,,,C,0
10373,0,0.193519,0.002953958,0.739463029,0.849225085,,,0.607966486,0.760108126,0.638865134,0.789257531,,,A,0
10374,16,0.193519281,0.000447546,0.739463029,0.849225085,,,0.607966486,0.760108126,0.639151039,0.789446996,,,B,0
10375,16,0.193519281,0.000298541,0.739463029,0.849225085,,,0.607966486,0.760108126,,,,,B,0
10376,0,0.193519281,0.000596374,0.739463029,0.849225085,,,0.607966486,0.760108126,,0.78925629,,,B,0
10377,16,0.193519,0.001485661,0.739463029,0.849225085,,,0.607966486,0.760108126,0.638895662,0.789298006,,,E,0
10378,2,0.193519,1.49E-05,0.739463029,0.849225085,,,0.607966486,0.760108126,0.638956398,0.789324237,,,D,0
10379,2,0.193519,1.49E-05,0.739463029,0.849225085,,,0.607966486,0.760108126,0.639074566,0.789398474,,,A,0
10380,79,0.193519,0.000149359,0.739463029,0.849225085,,,0.607966486,0.760108126,0.638962641,0.789382147,,,D,0
10381,0,0.193519,0.000596374,0.73799034,0.849437312,0.339840547,0.765462157,0.606932631,0.763417263,0.6391895,0.789495342,0.750846369,0.427026519,E,0
10382,0,0.193519,0.001337883,0.73799034,0.849437312,,,0.606932631,0.763417263,0.638869746,0.789267597,,,B,0
10383,0,0.193519,,0.73799034,0.849437312,,,0.606932631,0.763417263,0.639381319,0.78962036,,,A,0
10384,0,0.193519,,0.73799034,0.849437312,,,0.606932631,0.763417263,0.639078506,0.789455448,,,B,0
10385,16,0.193519281,1.49E-05,0.73799034,0.849437312,,,0.606932631,0.763417263,,0.789256277,,,B,0
10386,2,0.193519,1.49E-05,0.73799034,0.849437312,,,0.606932631,0.763417263,,0.789256981,,,B,0
10387,16,0.193519,0.000149359,0.73799034,0.849437312,,,0.606932631,0.763417263,0.638932715,0.78930498,,,B,0
10388,80,0.193519,0.002953958,0.735399359,0.847273417,0.331935589,0.763524532,0.606932631,0.764093095,0.638960526,0.78931282,0.7515103,,A,0
10389,80,0.193519,0.002953958,0.735399359,0.847273417,,,0.606932631,0.764093095,,0.789546918,,,A,0
10390,16,0.193519281,0.002953958,0.73720469,0.848409904,,0.76220451,0.606932631,0.760016457,0.63895212,0.789313839,0.747490608,,E,0
10391,0,0.193519,0.000970642,0.738356176,0.848727498,0.305397354,0.763163514,0.606932631,0.760773139,0.63898374,0.789337835,0.748228984,,B,0
10392,0,0.193519,0.001485661,0.753530497,0.848730248,0.53782238,0.770459929,0.607475835,0.761099646,0.6390722,0.789485248,0.753287028,0.554541657,D,0
10393,0,0.193519,0.069407661,0.738457996,0.848566095,0.251700339,0.763674879,0.607475835,0.760424373,0.638929946,0.789333546,0.748610406,0.46438735,A,0
10394,0,0.193519281,0.002953958,0.73867829,0.84947236,0.238775469,0.764744257,0.607475835,0.761810043,0.639658602,0.790597245,0.74943348,,B,0
10395,16,0.193519,2.39E-05,0.738442873,0.848920391,0.421611782,0.764691732,0.608159348,0.760459026,0.639047065,0.789414064,0.750062999,0.509140274,C,0
10396,0,0.193519281,0.000298541,0.737935294,0.848596952,0.403059219,0.763775032,0.608159348,0.761903565,0.638978684,0.789340539,0.74944716,,B,0
10397,0,0.193519,,0.737935294,0.848596952,,,0.608159348,0.761903565,0.638974094,0.789391053,,,C,0
10398,0,0.193519,0.000149359,0.737398333,0.848528161,0.324970313,0.762604122,0.60729883,0.760423435,0.638917045,0.789299121,0.747973671,0.43045002,B,0
10399,64,0.193519,0.000149359,0.739889254,0.84865617,0.418619298,0.764350937,0.60729883,0.762713875,0.639101698,0.789631967,0.750171219,,D,0
10400,5,0.196652158,3.89E-05,0.739889254,0.84865617,,,0.60729883,0.762713875,0.640108799,0.789788631,,,A,1
10401,2,0.193519,1.49E-05,0.750623055,0.848850701,0.423376121,0.764964523,0.60729883,0.758565989,0.639002353,0.789450098,0.746159976,,D,0
10402,16,0.193519281,0.000149359,0.73740391,0.848952332,,0.763719777,0.610718486,0.761375922,0.638925185,0.789299205,0.749038439,,B,0
10403,72,0.193519,0.000209053,0.73740391,0.848952332,,,0.610718486,0.761375922,0.638961196,0.789338425,,,A,0
10404,0,0.193519,0.027006385,0.739416211,0.848183455,0.355775076,0.763023356,0.610718486,0.760712661,0.63900756,0.78932562,0.748134658,0.425632392,B,0
10405,92,0.219697241,0.000459459,0.753560146,0.84882323,0.534345213,0.766350136,0.60733091,0.759986301,0.639044211,0.790215517,0.747498512,,F,0
10406,92,0.195491001,2.99E-05,0.73825157,0.848705951,0.223161225,0.762873143,0.60733091,0.760090643,0.638989591,0.789472077,0.747587236,,C,0
10407,2,0.193519,1.49E-05,0.743868774,0.849192541,0.29081253,0.765700313,0.607107168,0.761254001,0.63895,0.789500291,0.748830883,0.432726148,B,0
10408,108,0.193519,0,0.743868774,0.849192541,,,0.607107168,0.761254001,0.638940361,0.789318405,,,B,0
10409,0,0.193519281,0.000893503,0.749192463,0.854611636,0.556068758,0.783694823,0.612104273,0.782453468,,0.789667893,0.76991981,0.442279387,E,1
10410,2,0.193519,1.49E-05,0.743737955,0.849217572,0.351135544,0.76506851,0.605436791,0.761016473,0.63897935,0.789342917,0.748706747,,C,0
10411,95,0.193519,0.146993809,0.743737955,0.849217572,,,0.605436791,0.761016473,0.639048253,0.789377428,,,D,0
10412,0,0.193519,0.002953958,0.743737955,0.849217572,,,0.605436791,0.761016473,0.63908942,0.789403184,,,B,0
10413,16,0.193519,0.000149359,0.743737955,0.849217572,,,0.605436791,0.761016473,,0.789256271,,,A,0
10414,64,0.193519,0.000149359,0.737639687,0.848753495,0.239427955,0.763213851,0.605436791,0.760922446,0.638949668,0.78937654,0.748372953,,D,0
10415,0,0.193519,0.015449216,0.737639687,0.848753495,,,0.605436791,0.760922446,,,,,A,0
10416,0,0.193519,0.003158157,0.737639687,0.848753495,,,0.605436791,0.760922446,,0.789256273,,,C,1
10417,64,0.193519,0.05090761,0.743079834,0.848065228,0.269315538,0.768064295,0.617005091,0.761887727,0.639185578,0.789482637,0.752621603,0.449445309,C,0
10418,16,0.193519,0.000298541,0.737573747,0.848671916,0.402671775,0.763495795,0.617005091,0.761585155,0.638870718,0.789267312,0.749135834,0.433686472,D,0
10419,2,0.193519,1.49E-05,0.740359694,0.848741571,0.22170762,0.764403667,0.626362042,0.760005335,0.639011023,0.789760498,0.748204054,,D,0
10420,16,0.470752171,0.00010457,0.746527743,0.850388882,0.347310363,0.770828614,0.608170777,0.764502309,0.639115668,0.790265169,0.753983564,0.477916593,A,0
10421,50,0.193519,0.002330056,0.746527743,0.850388882,,,0.608170777,0.764502309,0.638895554,0.789391965,,,C,0
10422,12,0.193519,0.002953958,0.746527743,0.850388882,,,0.608170777,0.764502309,0.63942806,0.789422921,,,C,0
10423,0,0.193519,0.027006385,0.738846762,0.848862015,0.302373395,0.763923853,0.606555311,0.761037992,0.638917602,0.789251431,0.748925412,0.454745252,B,0
10424,2,0.193519,1.49E-05,0.738846762,0.848862015,,,0.606555311,0.761037992,0.639023524,0.789361468,,,C,0
10425,108,0.193519,0,0.738846762,0.848862015,,,0.606555311,0.761037992,0.638885198,0.789296977,,,C,0
10426,16,0.193519281,0.000149359,0.738846762,0.848862015,,,0.606555311,0.761037992,0.639010546,0.789415092,,,B,0
10427,34,0.193519281,0.000298541,0.737428141,0.848394778,0.227336243,0.762409935,0.606555311,0.760278975,0.638964642,0.789333039,0.747762914,,B,0
10428,64,0.401836631,0.000149359,0.750929629,0.850402456,0.524016697,0.772204785,0.61104854,0.766529642,0.63923494,0.789333409,0.754024759,,A,0
10429,2,0.193519,1.49E-05,0.750929629,0.850402456,,,0.61104854,0.766529642,0.638977258,0.789337592,,,B,0
10430,1,0.193519,0.007309385,0.742860042,0.857037806,0.408953589,0.78498849,0.608179808,0.782363545,0.638902353,0.789593138,0.771056679,0.495880506,A,1
10431,0,0.193519,0.000298541,0.742860042,0.857037806,,,0.608179808,0.782363545,0.638869879,0.789355001,,,B,0
10432,2,0.193519,1.49E-05,0.751422037,0.850847575,0.353287296,0.769948054,0.608179808,0.761083788,0.638971382,0.789363108,0.750855248,0.515013966,C,0
10433,2,0.193519,1.49E-05,0.751422037,0.850847575,,,0.608179808,0.761083788,0.639107419,0.789414741,,,B,0
10434,35,0.193519,0.001780696,0.751422037,0.850847575,,,0.608179808,0.761083788,0.638873063,0.789263764,,,B,0
10435,0,0.193519,0.027006385,0.751422037,0.850847575,,,0.608179808,0.761083788,0.638953678,0.78932188,,,A,0
10436,2,0.193519,1.49E-05,0.751422037,0.850847575,,,0.608179808,0.761083788,0.63899201,0.78935427,,,D,0
10437,0,0.193519,0.008661336,0.739064639,0.84840279,0.33808305,0.76257673,0.608179808,0.761083788,0.639021485,0.789466816,0.747394524,,B,0
10438,0,0.193519,,0.739064639,0.84840279,,,0.608179808,0.761083788,0.639049559,0.789499346,,,B,0
10439,0,0.193519,2.99E-05,0.739064639,0.84840279,,,0.608179808,0.761083788,0.638911328,0.789301374,,,B,0
10440,2,0.193519,1.49E-05,0.737312342,0.848552843,0.279290657,0.762639647,0.60693614,0.760535125,0.638973287,0.7893246,0.747994947,,D,0
10441,34,0.193519,0.018592707,0.759930097,0.850284992,0.650169536,0.777104705,0.614345671,0.770645317,0.639539752,0.789658324,0.76398546,0.584481286,A,0
10442,19,0.193519281,0,0.759930097,0.850284992,,,0.614345671,0.770645317,0.638928897,0.789300115,,,C,0
10443,35,0.193519,0.001721745,0.759930097,0.850284992,,,0.614345671,0.770645317,0.639077271,0.789395815,,,A,0
10444,0,0.193519,0.027006385,0.759930097,0.850284992,,,0.614345671,0.770645317,,0.789256273,,,C,0
10445,34,0.193519,0.048898476,0.739653943,0.849108157,0.223086136,0.765717726,0.607718296,0.761489287,0.638864151,0.789026746,0.750222409,0.496959933,B,0
10446,64,0.193519,0.008661336,0.744819776,0.847830584,0.223399342,0.796446625,0.607136632,0.788010469,0.639124447,0.789400324,0.782977996,0.622586689,A,0
10447,0,0.193519,0.027006385,0.744819776,0.847830584,,,0.607136632,0.788010469,0.639134983,0.789326516,,,B,0
10448,0,0.193519281,0.001485661,0.744819776,0.847830584,,,0.607136632,0.788010469,0.638870424,0.789260904,,,A,0
10449,0,0.193519,,0.744819776,0.847830584,,,0.607136632,0.788010469,0.638921588,0.789335383,,,D,0
10450,16,0.193519281,1.49E-05,0.744819776,0.847830584,,,0.607136632,0.788010469,0.638877019,0.789273271,,,B,0
10451,2,0.193519,1.49E-05,0.744819776,0.847830584,,,0.607136632,0.788010469,0.638995881,0.789345158,,,A,0
10452,0,0.193519,0.014120663,0.744819776,0.847830584,,,0.607136632,0.788010469,0.639047686,0.789436449,,,B,0
10453,6,0.302401508,0.00062017,0.754473176,0.851376688,0.518428066,0.775871562,0.609673117,0.767864782,0.639288523,0.789994806,0.758733692,0.544881008,F,0
10454,80,0.193519,0.000596374,0.737420338,0.848753977,,0.764063721,0.658832329,0.760346299,0.639030319,0.789521667,0.749394954,,B,0
10455,2,0.193519,1.49E-05,0.737420338,0.848753977,,,0.658832329,0.760346299,0.638925726,0.789304772,,,B,0
10456,80,0.193519281,0.000298541,0.751087877,0.848156649,0.533219111,0.767344825,0.636252164,0.76101654,0.639588635,0.789295055,0.751023163,0.50241078,B,0
10457,0,0.193519,0.001485661,0.739189665,0.849154256,0.278277802,0.76412569,0.607717138,0.76141322,0.638965748,0.789339641,0.748871263,,C,0
10458,0,0.193519,2.99E-05,0.739189665,0.849154256,,,0.607717138,0.76141322,,0.789256352,,,F,1
10459,0,0.193519,0.00469356,0.739189665,0.849154256,,,0.607717138,0.76141322,0.638990094,0.78937967,,,A,0
10460,0,0.193519,0.000447546,0.739189665,0.849154256,,,0.607717138,0.76141322,0.639170038,0.78955758,,,C,0
10461,16,0.193519281,0.000596374,0.73774121,0.84851936,,0.762545566,0.611746976,0.759963954,0.638978793,0.789355302,0.747565641,,D,0
10462,21,0.193519,0.014120663,0.73774121,0.84851936,,,0.611746976,0.759963954,0.639477258,0.789684439,,,A,0
10463,2,0.193519,1.49E-05,0.73774121,0.84851936,,,0.611746976,0.759963954,0.638940689,0.789376799,,,C,0
10464,16,0.193519281,0.001485661,0.73774121,0.84851936,,,0.611746976,0.759963954,0.638943079,0.789304074,,,C,0
10465,2,0.193519,1.49E-05,0.73774121,0.84851936,,,0.611746976,0.759963954,0.63903648,0.789368354,,,B,0
10466,14,0.193519281,0,0.73774121,0.84851936,,,0.611746976,0.759963954,,0.789256274,,,B,0
10467,73,0.193519,0.014120663,0.745300559,0.84930758,0.243149528,0.76873627,0.611746976,0.763453708,0.638896932,0.789276639,0.751682204,0.47195774,B,0
10468,2,0.193519,1.49E-05,0.738778282,0.848742646,0.249579162,0.763409082,0.611746976,0.760464225,0.639008515,0.789345935,0.747925789,,C,0
10469,0,0.193519,0.001485661,0.756976761,0.850714811,0.546002323,0.773943825,0.607474104,0.76135596,,0.789269442,0.75566486,0.584320954,B,1
10470,2,0.101213924,1.49E-05,0.74766041,0.851578079,0.373113678,0.768235444,0.607474104,0.760538498,0.639007738,0.789391111,0.748028604,,B,0
